label,text,text1,text2
79,yemen arrest anti government activist yemen,['yemen executes anti government activist twice'],['yemen responsibility for government activist yemen']
88,king speech win top honor director guild award,['king speech win highest honor by guild award'],['king speech win top documentary director achievement award']
81,mobile market grew smartphones android driver will drive marke,['mobile gaming gaming smartphones android driver will drive marke'],['mobile market available smartphones android 3 will 2 marke']
60,fishing report fishnotes caught bass gofishn,['fishing big fishnotes caught bass leg'],['other report is caught bass gofishn']
65,uk news lady take campaign childhood obesity army base,['uk Pakistani lady take campaign against obesity army base'],['uk news to take campaign childhood obesity army national']
14,watch rite free movie online movie online,['watch your free movie Now movie online'],['watch for free movie in movie online']
60,fly box folly north american fly fishing forum ongoing effort achieve system perfection,['fly box folly north american fly fishing forum – results achieve absolute perfection'],['gold box at north american fly fishing forum in effort achieve system perfection']
88,king speech dominates sag award win best picture osacrs sagawards thekingsspeech,['king speech wins & may win best picture osacrs sagawards thekingsspeech'],['appreciation speech winners sag award the best actor osacrs sagawards thekingsspeech']
82,arizona bid block citizenship illegal immigrant anchor baby tcot tlot,['arizona bid block order against immigrant anchor baby at tlot'],['a bid against citizenship illegal immigrant anchor the tcot tlot']
55,acai berry diet sexy acai berry scam warning acai berry diet,['acai berry diet shock bean berry scam delicious acai berry panic'],['a berry diet sexy denim berry scam warning the berry diet']
99,lmao didn feistyoldpeople chevy commercial superbowl,['lmao didn fe vs commercial man'],['lmao no feistyoldpeople chevy truck no']
71,mouratoglou murray djokovic classic yahoo,['mouratoglou & djokovic # 4'],['david murray djokovic international 1994']
75,endsmeat christina aguilera mess lyric national anthem super bowl,['endsmeat to ha mess lyric national anthem super long'],['salsa grande aguilera mess lyric girls anthem super bowl']
60,wilmington nc inshore winter fishing report,['wilmington nc council on traffic report'],['wilmington islands inshore winter sports report']
88,oscar nomination full list academy award nominee,['oscar racing full list academy award consideration'],['1986 nomination full list academy award 2018']
60,indicator point great fall steelhead fishing,['indicator point – fall bait fishing'],['north point main fall steelhead fishing']
79,yemen protest intensify arrest journalist tawakkol karman,['yemen protest intensify for journalist in k'],['yemen protest groups arrest journalist who while']
45,rash report social medium tool social unrest john rash tunisian mohamed bouazizi cou,['rash report social medium 2017 social news and rash tunisian community bouazizi on'],['rash report social medium attack on unrest john rash tunisian poet ibrahim cou']
82,commerce bos immigration reform,['commerce bos of reform'],['commerce bos labour reform']
55,acai berry diet side effect lose weight fast acai berry diet side effe,['acai berry diet side affects lose weight with acai berry diet recovery benefit'],['acai berry dressing side effect lose weight fast food lemon meal side effe']
75,great win packer christina land blunder,['great win packer dogs v blunder'],['great win packer christina von blu']
60,celebrity gossip fishing madison river montana,['celebrity gossip rivers and river montana'],['used for fishing madison river montana']
75,conan blast christina super bowl anthem blunder time,['conan n christina hair bowl anthem blunder ***'],['conan blast game super bowl 3 blunder time']
108,identity theft cost create problem business deal reaching fake provider showz,['identity + cost create problem drivers deal reaching fake video showz'],['identity theft cost good online business while reaching fake provider showz']
22,florida judge strike obamacare america,['florida general strike state america'],['congressional hunger strike obamacare america']
88,king speech rule obvious batch oscar bait news cnews canada,['king speech rule a batch n bait news cnews briefs'],['king speech business guide batch message bait news cnews canada']
60,check price fly fishing lure ebay store info,['check price fly fishing lure in store description'],['house price fly by lure ebay store info']
74,debt consolidation help avoid bankruptcy debt consolidation involves single loan,['debt advisers help for bankruptcy if consolidation involves single loan'],['debt consolidation help organize bankruptcy contract consolidation involves single loan']
55,acai berry acai berry juice weight loss,['acai berry mine sees juice output loss'],['acai berry in berry juice weight average']
99,daddy prefers vw commercial messing mini darth superbowl dadstalking,['daddy stalking vw to messing round darth superbowl dadstalking'],['daddy johnson vw commercial messing and red gunn dadstalking']
21,slow news day chicago ll live bloggin mayoral debate cdt,['slow news the people ll live from mayoral debate cdt'],['slow news day chicago 2018 live with mayoral radio cdt']
99,super bowl commercial coca cola commercial coke,['super blue commercial coca cola and coke'],['fat bowl commercial coca pepsi commercial coke']
